# t   analytical   numerical_linear   numerical_nonlinear   error_linear   error_nonlinear   energy_nonlinear
1.9500000000e+00  1.6042357244e-01  1.6042357244e-01  1.5907062150e-01  1.4505063817e-13  1.3529509413e-03  1.3068310749e-01
1.9600000000e+00  1.6140546766e-01  1.6140546766e-01  1.6015825482e-01  1.7055801216e-13  1.2472128461e-03  1.3061199875e-01
1.9700000000e+00  1.6222363736e-01  1.6222363736e-01  1.6108341845e-01  1.9603763057e-13  1.1402189160e-03  1.3056051112e-01
1.9800000000e+00  1.6287826080e-01  1.6287826080e-01  1.6184619113e-01  2.2143398226e-13  1.0320696620e-03  1.3052547008e-01
1.9900000000e+00  1.6336967609e-01  1.6336967609e-01  1.6244680802e-01  2.4669155607e-13  9.2286806598e-04  1.3050369444e-01
2.0000000000e+00  1.6369837897e-01  1.6369837897e-01  1.6288565945e-01  2.7181035200e-13  8.1271951991e-04  1.3049200856e-01
2.0100000000e+00  1.6386502131e-01  1.6386502131e-01  1.6316328956e-01  2.9673485891e-13  7.0173174938e-04  1.3048725441e-01
2.0200000000e+00  1.6387040960e-01  1.6387040960e-01  1.6328039488e-01  3.2149283236e-13  5.9001472080e-04  1.3048630338e-01
2.0300000000e+00  1.6371550320e-01  1.6371550320e-01  1.6323782267e-01  3.4602876120e-13  4.7768053264e-04  1.3048606791e-01
2.0400000000e+00  1.6340141249e-01  1.6340141249e-01  1.6303656919e-01  3.7025937871e-13  3.6484329100e-04  1.3048351269e-01
2.0500000000e+00  1.6292939688e-01  1.6292939688e-01  1.6267777791e-01  3.9432346277e-13  2.5161896987e-04  1.3047566570e-01
2.0600000000e+00  1.6230086273e-01  1.6230086273e-01  1.6216273747e-01  4.1802672435e-13  1.3812525659e-04  1.3045962871e-01
2.0700000000e+00  1.6151736101e-01  1.6151736101e-01  1.6149287963e-01  4.4128589671e-13  2.4481383202e-05  1.3043258747e-01
2.0800000000e+00  1.6058058501e-01  1.6058058501e-01  1.6066977707e-01  4.6426751332e-13  8.9192055648e-05  1.3039182145e-01
2.0900000000e+00  1.5949236777e-01  1.5949236777e-01  1.5969514107e-01  4.8683279630e-13  2.0277329723e-04  1.3033471308e-01
2.1000000000e+00  1.5825467947e-01  1.5825467947e-01  1.5857081909e-01  5.0906501237e-13  3.1613961683e-04  1.3025875649e-01
2.1100000000e+00  1.5686962469e-01  1.5686962469e-01  1.5729879223e-01  5.3079762807e-13  4.2916754435e-04  1.3016156579e-01
2.1200000000e+00  1.5533943955e-01  1.5533943955e-01  1.5588117264e-01  5.5219717687e-13  5.4173309012e-04  1.3004088267e-01
2.1300000000e+00  1.5366648870e-01  1.5366648870e-01  1.5432020068e-01  5.7304161416e-13  6.5371197900e-04  1.2989458357e-01
2.1400000000e+00  1.5185326231e-01  1.5185326231e-01  1.5261824220e-01  5.9344196224e-13  7.6497989114e-04  1.2972068614e-01
2.1500000000e+00  1.4990237281e-01  1.4990237281e-01  1.5077778552e-01  6.1320393208e-13  8.7541270840e-04  1.2951735515e-01
2.1600000000e+00  1.4781655164e-01  1.4781655164e-01  1.4880143840e-01  6.3260507943e-13  9.8488676479e-04  1.2928290776e-01
2.1700000000e+00  1.4559864586e-01  1.4559864586e-01  1.4669192496e-01  6.5120131509e-13  1.0932790998e-03  1.2901581813e-01
2.1800000000e+00  1.4325161468e-01  1.4325161468e-01  1.4445208240e-01  6.6940897270e-13  1.2004677129e-03  1.2871472140e-01
2.1900000000e+00  1.4077852590e-01  1.4077852590e-01  1.4208485772e-01  6.8692274091e-13  1.3063318184e-03  1.2837841702e-01
2.2000000000e+00  1.3818255223e-01  1.3818255223e-01  1.3959330433e-01  7.0377037531e-13  1.4107520981e-03  1.2800587136e-01
2.2100000000e+00  1.3546696759e-01  1.3546696759e-01  1.3698057854e-01  7.1989636474e-13  1.5136109520e-03  1.2759621972e-01
2.2200000000e+00  1.3263514329e-01  1.3263514329e-01  1.3424993603e-01  7.3555050939e-13  1.6147927442e-03  1.2714876763e-01
2.2300000000e+00  1.2969054416e-01  1.2969054416e-01  1.3140472821e-01  7.5034423119e-13  1.7141840435e-03  1.2666299148e-01
2.2400000000e+00  1.2663672460e-01  1.2663672460e-01  1.2844839845e-01  7.6463835263e-13  1.8116738574e-03  1.2613853853e-01
2.2500000000e+00  1.2347732453e-01  1.2347732453e-01  1.2538447839e-01  7.7801654008e-13  1.9071538579e-03  1.2557522620e-01
2.2600000000e+00  1.2021606540e-01  1.2021606540e-01  1.2221658400e-01  7.9075634929e-13  2.0005185982e-03  1.2497304074e-01
2.2700000000e+00  1.1685674598e-01  1.1685674598e-01  1.1894841170e-01  8.0262185786e-13  2.0916657194e-03  1.2433213531e-01
2.2800000000e+00  1.1340323822e-01  1.1340323822e-01  1.1558373437e-01  8.1397388829e-13  2.1804961463e-03  1.2365282736e-01
2.2900000000e+00  1.0985948305e-01  1.0985948305e-01  1.1212639732e-01  8.2429896242e-13  2.2669142707e-03  1.2293559544e-01
2.3000000000e+00  1.0622948604e-01  1.0622948604e-01  1.0858031416e-01  8.3406892504e-13  2.3508281220e-03  1.2218107545e-01
2.3100000000e+00  1.0251731319e-01  1.0251731319e-01  1.0494946271e-01  8.4278417578e-13  2.4321495248e-03  1.2139005627e-01
2.3200000000e+00  9.8727086499e-02  9.8727086500e-02  1.0123788074e-01  8.5073614819e-13  2.5107942419e-03  1.2056347486e-01
2.3300000000e+00  9.4862979681e-02  9.4862979682e-02  9.7449661784e-02  8.5804974237e-13  2.5866821029e-03  1.1970241088e-01
2.3400000000e+00  9.0929213714e-02  9.0929213715e-02  9.3588950832e-02  8.6429474688e-13  2.6597371181e-03  1.1880808075e-01
2.3500000000e+00  8.6930052459e-02  8.6930052459e-02  8.9659940036e-02  8.6981810643e-13  2.7298875771e-03  1.1788183129e-01
2.3600000000e+00  8.2869798223e-02  8.2869798224e-02  8.5666864354e-02  8.7437002083e-13  2.7970661316e-03  1.1692513291e-01
2.3700000000e+00  7.8752787326e-02  7.8752787327e-02  8.1613997190e-02  8.7829743478e-13  2.8612098641e-03  1.1593957236e-01
2.3800000000e+00  7.4583385655e-02  7.4583385656e-02  7.7505645995e-02  8.8114238128e-13  2.9222603397e-03  1.1492684517e-01
2.3900000000e+00  7.0365984218e-02  7.0365984219e-02  7.3346147862e-02  8.8337670512e-13  2.9801636442e-03  1.1388874769e-01
2.4000000000e+00  6.6104994696e-02  6.6104994697e-02  6.9139865103e-02  8.8448692814e-13  3.0348704062e-03  1.1282716887e-01
2.4100000000e+00  6.1804845012e-02  6.1804845012e-02  6.4891180818e-02  8.8495877293e-13  3.0863358059e-03  1.1174408170e-01
2.4200000000e+00  5.7469974894e-02  5.7469974895e-02  6.0604494462e-02  8.8432039469e-13  3.1345195687e-03  1.1064153449e-01
2.4300000000e+00  5.3104831471e-02  5.3104831471e-02  5.6284217417e-02  8.8291873812e-13  3.1793859460e-03  1.0952164194e-01
2.4400000000e+00  4.8713864874e-02  4.8713864875e-02  5.1934768557e-02  8.8051094194e-13  3.2209036832e-03  1.0838657598e-01
2.4500000000e+00  4.4301523870e-02  4.4301523870e-02  4.7560569845e-02  8.7746476751e-13  3.2590459754e-03  1.0723855658e-01
2.4600000000e+00  3.9872251514e-02  3.9872251515e-02  4.3166041925e-02  8.7331530896e-13  3.2937904116e-03  1.0607984240e-01
2.4700000000e+00  3.5430480843e-02  3.5430480844e-02  3.8755599752e-02  8.6852747216e-13  3.3251189085e-03  1.0491272145e-01
2.4800000000e+00  3.0980630599e-02  3.0980630600e-02  3.4333648234e-02  8.6262247345e-13  3.3530176343e-03  1.0373950170e-01
2.4900000000e+00  2.6527100992e-02  2.6527100993e-02  2.9904577917e-02  8.5596460475e-13  3.3774769247e-03  1.0256250174e-01
2.5000000000e+00  2.2074269507e-02  2.2074269508e-02  2.5472760697e-02  8.4845672155e-13  3.3984911896e-03  1.0138404151e-01
2.5100000000e+00  1.7626486761e-02  1.7626486762e-02  2.1042545576e-02  8.4009535439e-13  3.4160588141e-03  1.0020643307e-01
2.5200000000e+00  1.3188072409e-02  1.3188072410e-02  1.6618254462e-02  8.3076080737e-13  3.4301820533e-03  9.9031971634e-02
2.5300000000e+00  8.7633111012e-03  8.7633111021e-03  1.2204178023e-02  8.2083298492e-13  3.4408669215e-03  9.7862926621e-02
2.5400000000e+00  4.3564485060e-03  4.3564485068e-03  7.8045715850e-03  8.0982269501e-13  3.4481230789e-03  9.6701533035e-02
2.5500000000e+00  -2.8312610988e-05  -2.8312610190e-05  3.4236511030e-03  7.9824303973e-13  3.4519637140e-03  9.5549983019e-02
2.5600000000e+00  -4.3868162401e-03  -4.3868162393e-03  -9.3441081554e-04  7.8560769001e-13  3.4524054246e-03  9.4410417689e-02
2.5700000000e+00  -8.7149569125e-03  -8.7149569117e-03  -5.2654888148e-03  7.7204562188e-13  3.4494680977e-03  9.3284919275e-02
2.5800000000e+00  -1.3008683413e-02  -1.3008683412e-02  -9.5655086234e-03  7.5806375066e-13  3.4431747894e-03  9.2175503582e-02
2.5900000000e+00  -1.7264002417e-02  -1.7264002416e-02  -1.3830450812e-02  7.4306533149e-13  3.4335516047e-03  9.1084112797e-02
2.6000000000e+00  -2.1476982050e-02  -2.1476982049e-02  -1.8056354469e-02  7.2755343417e-13  3.4206275801e-03  9.0012608688e-02
2.6100000000e+00  -2.5643755365e-02  -2.5643755365e-02  -2.2239320798e-02  7.1105621391e-13  3.4044345668e-03  8.8962766183e-02
2.6200000000e+00  -2.9760523738e-02  -2.9760523738e-02  -2.6375516620e-02  6.9406286274e-13  3.3850071181e-03  8.7936267388e-02
2.6300000000e+00  -3.3823560171e-02  -3.3823560170e-02  -3.0461177791e-02  6.7611194421e-13  3.3623823796e-03  8.6934696029e-02
2.6400000000e+00  -3.7829212509e-02  -3.7829212509e-02  -3.4492612525e-02  6.5770305868e-13  3.3365999841e-03  8.5959532359e-02
2.6500000000e+00  -4.1773906568e-02  -4.1773906567e-02  -3.8466204618e-02  6.3838517805e-13  3.3077019500e-03  8.5012148535e-02
2.6600000000e+00  -4.5654149157e-02  -4.5654149157e-02  -4.2378416571e-02  6.1863014711e-13  3.2757325860e-03  8.4093804469e-02
2.6700000000e+00  -4.9466531018e-02  -4.9466531017e-02  -4.6225792618e-02  5.9800081553e-13  3.2407384000e-03  8.3205644186e-02
2.6800000000e+00  -5.3207729650e-02  -5.3207729650e-02  -5.0004961636e-02  5.7699678369e-13  3.2027680144e-03  8.2348692671e-02
2.6900000000e+00  -5.6874512047e-02  -5.6874512047e-02  -5.3712639961e-02  5.5516008457e-13  3.1618720862e-03  8.1523853235e-02
2.7000000000e+00  -6.0463737319e-02  -6.0463737318e-02  -5.7345634084e-02  5.3272664058e-13  3.1181032344e-03  8.0731905385e-02
2.7100000000e+00  -6.3972359213e-02  -6.3972359212e-02  -6.0900843241e-02  5.0977277954e-13  3.0715159715e-03  7.9973503208e-02
2.7200000000e+00  -6.7397428530e-02  -6.7397428529e-02  -6.4375261887e-02  4.8645809603e-13  3.0221666426e-03  7.9249174276e-02
2.7300000000e+00  -7.0736095425e-02  -7.0736095424e-02  -6.7765982056e-02  4.6247727870e-13  2.9701133690e-03  7.8559319052e-02
2.7400000000e+00  -7.3985611601e-02  -7.3985611601e-02  -7.1070195603e-02  4.3813563888e-13  2.9154159977e-03  7.7904210808e-02
2.7500000000e+00  -7.7143332390e-02  -7.7143332390e-02  -7.4285196333e-02  4.1321113198e-13  2.8581360570e-03  7.7283996045e-02
2.7600000000e+00  -8.0206718718e-02  -8.0206718718e-02  -7.7408382002e-02  3.8798131374e-13  2.7983367157e-03  7.6698695399e-02
2.7700000000e+00  -8.3173338958e-02  -8.3173338957e-02  -8.0437256209e-02  3.6215475063e-13  2.7360827484e-03  7.6148205035e-02
2.7800000000e+00  -8.6040870663e-02  -8.6040870663e-02  -8.3369430159e-02  3.3613389849e-13  2.6714405040e-03  7.5632298507e-02
2.7900000000e+00  -8.8807102189e-02  -8.8807102188e-02  -8.6202624310e-02  3.0961344599e-13  2.6044778784e-03  7.5150629076e-02
2.8000000000e+00  -9.1469934189e-02  -9.1469934188e-02  -8.8934669898e-02  2.8284319331e-13  2.5352642909e-03  7.4702732468e-02
2.8100000000e+00  -9.4027380998e-02  -9.4027380998e-02  -9.1563510335e-02  2.5562885142e-13  2.4638706628e-03  7.4288030059e-02
2.8200000000e+00  -9.6477571896e-02  -9.6477571895e-02  -9.4087202498e-02  2.2815083156e-13  2.3903693981e-03  7.3905832463e-02
2.8300000000e+00  -9.8818752246e-02  -9.8818752245e-02  -9.6503917879e-02  2.0057566719e-13  2.3148343668e-03  7.3555343505e-02
2.8400000000e+00  -1.0104928452e-01  -1.0104928452e-01  -9.8811943630e-02  1.7261192475e-13  2.2373408881e-03  7.3235664572e-02
2.8500000000e+00  -1.0316764919e-01  -1.0316764919e-01  -1.0100968348e-01  1.4445389329e-13  2.1579657151e-03  7.2945799288e-02
2.8600000000e+00  -1.0517244553e-01  -1.0517244553e-01  -1.0309565852e-01  1.1612932838e-13  2.0767870182e-03  7.2684658533e-02
2.8700000000e+00  -1.0706239225e-01  -1.0706239225e-01  -1.0506850789e-01  8.7777007884e-14  1.9938843689e-03  7.2451065738e-02
2.8800000000e+00  -1.0883632806e-01  -1.0883632806e-01  -1.0692698933e-01  5.9230398364e-14  1.9093387214e-03  7.2243762471e-02
2.8900000000e+00  -1.1049321204e-01  -1.1049321204e-01  -1.0866997965e-01  3.0642155480e-14  1.8232323927e-03  7.2061414260e-02
2.9000000000e+00  -1.1203212401e-01  -1.1203212401e-01  -1.1029647497e-01  1.9706458687e-15  1.7356490400e-03  7.1902616641e-02
2.9100000000e+00  -1.1345226465e-01  -1.1345226465e-01  -1.1180559101e-01  2.6673108167e-14  1.6466736352e-03  7.1765901402e-02
2.9200000000e+00  -1.1475295557e-01  -1.1475295557e-01  -1.1319656314e-01  5.5414006717e-14  1.5563924359e-03  7.1649742997e-02
2.9300000000e+00  -1.1593363929e-01  -1.1593363929e-01  -1.1446874634e-01  8.3974494025e-14  1.4648929521e-03  7.1552565098e-02
2.9400000000e+00  -1.1699387900e-01  -1.1699387900e-01  -1.1562161509e-01  1.1263212585e-13  1.3722639087e-03  7.1472747269e-02
2.9500000000e+00  -1.1793335830e-01  -1.1793335830e-01  -1.1665476309e-01  1.4110934643e-13  1.2785952037e-03  7.1408631717e-02
2.9600000000e+00  -1.1875188078e-01  -1.1875188078e-01  -1.1756790292e-01  1.6951717807e-13  1.1839778599e-03  7.1358530119e-02
2.9700000000e+00  -1.1944936953e-01  -1.1944936953e-01  -1.1836086556e-01  1.9774459847e-13  1.0885039729e-03  7.1320730465e-02
2.9800000000e+00  -1.2002586643e-01  -1.2002586643e-01  -1.1903359978e-01  2.2584711878e-13  9.9226665189e-04  7.1293503925e-02
2.9900000000e+00  -1.2048153146e-01  -1.2048153146e-01  -1.1958617150e-01  2.5372759449e-13  8.9535995549e-04  7.1275111683e-02
3.0000000000e+00  -1.2081664180e-01  -1.2081664180e-01  -1.2001876298e-01  2.8138602559e-13  7.9787882154e-04  7.1263811737e-02
3.0100000000e+00  -1.2103159089e-01  -1.2103159089e-01  -1.2033167189e-01  3.0878077872e-13  6.9991899052e-04  7.1257865619e-02
3.0200000000e+00  -1.2112688731e-01  -1.2112688731e-01  -1.2052531039e-01  3.3582858716e-13  6.0157692322e-04  7.1255545029e-02
3.0300000000e+00  -1.2110315364e-01  -1.2110315364e-01  -1.2060020393e-01  3.6261271763e-13  5.0294971223e-04  7.1255138338e-02
3.0400000000e+00  -1.2096112513e-01  -1.2096112513e-01  -1.2055699014e-01  3.8899439225e-13  4.0413498764e-04  7.1254956963e-02
3.0500000000e+00  -1.2070164833e-01  -1.2070164833e-01  -1.2039641751e-01  4.1508463333e-13  3.0523081697e-04  7.1253341562e-02
3.0600000000e+00  -1.2032567957e-01  -1.2032567957e-01  -1.2011934397e-01  4.4078629635e-13  2.0633559953e-04  7.1248668054e-02
3.0700000000e+00  -1.1983428341e-01  -1.1983428341e-01  -1.1972673546e-01  4.6604387016e-13  1.0754795552e-04  7.1239353421e-02
3.0800000000e+00  -1.1922863092e-01  -1.1922863092e-01  -1.1921966431e-01  4.9084347697e-13  8.9666102170e-06  7.1223861294e-02
3.0900000000e+00  -1.1850999790e-01  -1.1850999790e-01  -1.1859930763e-01  5.1515736121e-13  8.9309726521e-05  7.1200707283e-02
3.1000000000e+00  -1.1767976302e-01  -1.1767976302e-01  -1.1786694550e-01  5.3902715624e-13  1.8718248491e-04  7.1168464050e-02
3.1100000000e+00  -1.1673940583e-01  -1.1673940583e-01  -1.1702395919e-01  5.6235571755e-13  2.8455336369e-04  7.1125766103e-02
3.1200000000e+00  -1.1569050474e-01  -1.1569050474e-01  -1.1607182920e-01  5.8515692292e-13  3.8132446184e-04  7.1071314289e-02
3.1300000000e+00  -1.1453473488e-01  -1.1453473488e-01  -1.1501213330e-01  6.0734750562e-13  4.7739841313e-04  7.1003879989e-02
3.1400000000e+00  -1.1327386587e-01  -1.1327386587e-01  -1.1384654439e-01  6.2902461018e-13  5.7267852288e-04  7.0922308986e-02
3.1500000000e+00  -1.1190975951e-01  -1.1190975951e-01  -1.1257682841e-01  6.5004945871e-13  6.6706890647e-04  7.0825524999e-02
3.1600000000e+00  -1.1044436745e-01  -1.1044436745e-01  -1.1120484208e-01  6.7039429563e-13  7.6047462893e-04  7.0712532886e-02
3.1700000000e+00  -1.0887972871e-01  -1.0887972871e-01  -1.0973253056e-01  6.9008687653e-13  8.5280184513e-04  7.0582421485e-02
3.1800000000e+00  -1.0721796718e-01  -1.0721796718e-01  -1.0816192512e-01  7.0918271255e-13  9.4395793983e-04  7.0434366110e-02
3.1900000000e+00  -1.0546128903e-01  -1.0546128903e-01  -1.0649514070e-01  7.2755690361e-13  1.0338516672e-03  7.0267630675e-02
3.2000000000e+00  -1.0361198005e-01  -1.0361198005e-01  -1.0473437334e-01  7.4529271643e-13  1.1223932889e-03  7.0081569459e-02
3.2100000000e+00  -1.0167240296e-01  -1.0167240296e-01  -1.0288189767e-01  7.6219586198e-13  1.2094947104e-03  6.9875628498e-02
3.2200000000e+00  -9.9644994612e-02  -9.9644994613e-02  -1.0094006423e-01  7.7844675150e-13  1.2950696152e-03  6.9649346610e-02
3.2300000000e+00  -9.7532263191e-02  -9.7532263192e-02  -9.8911296787e-02  7.9387885155e-13  1.3790335951e-03  6.9402356048e-02
3.2400000000e+00  -9.5336785318e-02  -9.5336785319e-02  -9.6798089596e-02  8.0858930662e-13  1.4613042783e-03  6.9134382782e-02
3.2500000000e+00  -9.3061203124e-02  -9.3061203125e-02  -9.4603004576e-02  8.2243933885e-13  1.5418014518e-03  6.8845246424e-02
3.2600000000e+00  -9.0708221277e-02  -9.0708221278e-02  -9.2328668458e-02  8.3555384833e-13  1.6204471808e-03  6.8534859781e-02
3.2700000000e+00  -8.8280603961e-02  -8.8280603962e-02  -8.9977769883e-02  8.4776630160e-13  1.6971659218e-03  6.8203228059e-02
3.2800000000e+00  -8.5781171816e-02  -8.5781171817e-02  -8.7553056447e-02  8.5927098770e-13  1.7718846308e-03  6.7850447718e-02
3.2900000000e+00  -8.3212798842e-02  -8.3212798843e-02  -8.5057331708e-02  8.6979035085e-13  1.8445328654e-03  6.7476704984e-02
3.3000000000e+00  -8.0578409272e-02  -8.0578409273e-02  -8.2493452153e-02  8.7947704674e-13  1.9150428808e-03  6.7082274029e-02
3.3100000000e+00  -7.7880974406e-02  -7.7880974407e-02  -7.9864324125e-02  8.8830331979e-13  1.9833497190e-03  6.6667514838e-02
3.3200000000e+00  -7.5123509430e-02  -7.5123509431e-02  -7.7172900721e-02  8.9636631451e-13  2.0493912909e-03  6.6232870755e-02
3.3300000000e+00  -7.2309070199e-02  -7.2309070200e-02  -7.4422178651e-02  9.0345786408e-13  2.1131084519e-03  6.5778865743e-02
3.3400000000e+00  -6.9440750009e-02  -6.9440750010e-02  -7.1615195079e-02  9.0959184629e-13  2.1744450696e-03  6.5306101358e-02
3.3500000000e+00  -6.6521676346e-02  -6.6521676347e-02  -6.8755024430e-02  9.1503193911e-13  2.2333480843e-03  6.4815253456e-02
3.3600000000e+00  -6.3555007623e-02  -6.3555007623e-02  -6.5844775184e-02  9.1937568669e-13  2.2897675616e-03  6.4307068647e-02
3.3700000000e+00  -6.0543929906e-02  -6.0543929907e-02  -6.2887586644e-02  9.2299085042e-13  2.3436567378e-03  6.3782360514e-02
3.3800000000e+00  -5.7491653635e-02  -5.7491653636e-02  -5.9886625693e-02  9.2554436337e-13  2.3949720574e-03  6.3242005619e-02
3.3900000000e+00  -5.4401410335e-02  -5.4401410336e-02  -5.6845083538e-02  9.2737623136e-13  2.4436732030e-03  6.2686939301e-02
3.4000000000e+00  -5.1276449332e-02  -5.1276449332e-02  -5.3766172449e-02  9.2811175412e-13  2.4897231177e-03  6.2118151298e-02
3.4100000000e+00  -4.8120034465e-02  -4.8120034466e-02  -5.0653122485e-02  9.2813257080e-13  2.5330880197e-03  6.1536681205e-02
3.4200000000e+00  -4.4935440814e-02  -4.4935440815e-02  -4.7509178224e-02  9.2705704224e-13  2.5737374105e-03  6.0943613790e-02
3.4300000000e+00  -4.1725951422e-02  -4.1725951423e-02  -4.4337595498e-02  9.2523905204e-13  2.6116440752e-03  6.0340074187e-02
3.4400000000e+00  -3.8494854044e-02  -3.8494854045e-02  -4.1141638120e-02  9.2235941107e-13  2.6467840760e-03  5.9727222987e-02
3.4500000000e+00  -3.5245437896e-02  -3.5245437897e-02  -3.7924574636e-02  9.1854995832e-13  2.6791367400e-03  5.9106251243e-02
3.4600000000e+00  -3.1980990437e-02  -3.1980990437e-02  -3.4689675076e-02  9.1403967728e-13  2.7086846394e-03  5.8478375420e-02
3.4700000000e+00  -2.8704794156e-02  -2.8704794157e-02  -3.1440207723e-02  9.0844345935e-13  2.7354135667e-03  5.7844832298e-02
3.4800000000e+00  -2.5420123401e-02  -2.5420123402e-02  -2.8179435906e-02  9.0196253244e-13  2.7593125042e-03  5.7206873858e-02
3.4900000000e+00  -2.2130241218e-02  -2.2130241219e-02  -2.4910614806e-02  8.9477730780e-13  2.7803735877e-03  5.6565762168e-02
3.5000000000e+00  -1.8838396231e-02  -1.8838396232e-02  -2.1636988297e-02  8.8652349350e-13  2.7985920657e-03  5.5922764285e-02
3.5100000000e+00  -1.5547819549e-02  -1.5547819550e-02  -1.8361785803e-02  8.7759660650e-13  2.8139662545e-03  5.5279147202e-02
3.5200000000e+00  -1.2261721713e-02  -1.2261721713e-02  -1.5088219201e-02  8.6763062013e-13  2.8264974882e-03  5.4636172851e-02
3.5300000000e+00  -8.9832896773e-03  -8.9832896781e-03  -1.1819479744e-02  8.5699676522e-13  2.8361900663e-03  5.3995093186e-02
3.5400000000e+00  -5.7156838364e-03  -5.7156838372e-03  -8.5587350333e-03  8.4534636235e-13  2.8430511969e-03  5.3357145363e-02
3.5500000000e+00  -2.4620350899e-03  -2.4620350907e-03  -5.3091260279e-03  8.3305367812e-13  2.8470909380e-03  5.2723547035e-02
